"short_name","overall","potential","value_eur","wage_eur","age","dob","club_name","height_cm","weight_kg","league_name","player_positions","nationality_name","preferred_foot","weak_foot","pace","shooting","passing","dribbling","defending","physic","year","Type"
"G. Buckley",61,63,350000,500,27,"1993-08-19","Sligo Rovers",185,75,"Rep. Ireland Airtricity League","CB","Republic of Ireland","Right",3,49,58,61,60,60,71,2022,"DEF"
"G. Williams",61,64,450000,2000,25,"1995-09-07","Barrow",172,73,"English League Two","ST","Wales","Right",3,76,60,59,66,31,60,2022,"FRD"
"S. Sharahili",61,61,230000,3000,31,"1990-05-30","Al Faisaly",175,68,"Saudi Abdul L. Jameel League","CDM","Saudi Arabia","Right",3,64,46,58,62,57,65,2022,"MID"
"M. Al Qarni",61,61,230000,3000,31,"1989-11-24","Al Batin",180,66,"Saudi Abdul L. Jameel League","CDM","Saudi Arabia","Right",4,59,50,53,57,59,68,2022,"MID"
"R. Willmott",61,61,275000,2000,31,"1990-05-16","Newport County",175,77,"English League Two","RM","England","Right",4,75,54,57,62,55,63,2022,"MID"
"O. Ademi",61,61,325000,2000,29,"1991-10-28","MSV Duisburg",188,86,"German 3. Bundesliga","ST","Switzerland","Right",3,63,59,48,59,28,74,2022,"FRD"
"M. Majrashi",61,61,325000,7000,30,"1991-05-20","Al Ahli",182,72,"Saudi Abdul L. Jameel League","ST","Saudi Arabia","Right",3,66,58,47,61,24,73,2022,"FRD"
"L. Angol",61,61,375000,4000,26,"1994-08-04","Bradford City",187,75,"English League Two","ST","England","Right",3,81,60,55,61,30,68,2022,"FRD"
"F. Al Johani",61,61,325000,4000,29,"1991-10-26","Al Tai",176,67,"Saudi Abdul L. Jameel League","ST","Saudi Arabia","Right",3,73,61,53,61,26,67,2022,"FRD"
"N. Brock-Madsen",61,61,325000,3000,28,"1993-01-09","Randers FC",191,88,"Danish Superliga","ST","Denmark","Right",3,59,58,46,57,33,74,2022,"FRD"
"A. Kolev",61,61,325000,950,28,"1992-12-08","PGE FKS Stal Mielec",191,79,"Polish T-Mobile Ekstraklasa","ST","Bulgaria","Left",3,73,61,50,60,40,73,2022,"FRD"
"Park Joon Kang",61,61,275000,1000,30,"1991-06-06","GwangJu FC",170,65,"Korean K League 1","LB","Korea Republic","Right",4,59,28,48,64,59,51,2022,"DEF"
"R. Cornwall",61,65,4e+05,600,26,"1994-10-16","Bohemian FC",183,86,"Rep. Ireland Airtricity League","CB","Republic of Ireland","Right",2,37,28,47,50,60,72,2022,"DEF"
"D. Conroy",61,64,375000,3000,25,"1995-12-11","Swindon Town",181,78,"English League Two","CB","England","Right",3,54,27,47,56,59,70,2022,"DEF"
"H. White",61,62,350000,3000,26,"1995-04-15","Walsall",185,68,"English League Two","RB","England","Right",3,81,42,50,57,56,67,2022,"DEF"
"B. Héry",61,61,325000,700,29,"1992-03-23","Derry City",175,72,"Rep. Ireland Airtricity League","CAM","Madagascar","Right",5,71,46,58,64,50,65,2022,"MID"
"B. Barry",61,63,375000,2000,26,"1995-02-13","Stevenage",183,76,"English League Two","RB","England","Right",2,74,34,50,57,55,71,2022,"DEF"
"J. Mensah",61,61,325000,2000,28,"1992-08-10","Viborg FF",178,70,"Danish Superliga","LW","Denmark","Right",3,75,55,58,62,53,63,2022,"FRD"
"A. Kenyon",61,61,3e+05,3000,28,"1992-07-17","Scunthorpe United",182,76,"English League Two","CDM","England","Left",2,59,46,54,59,57,75,2022,"MID"
"A. Rufer",61,64,425000,900,25,"1996-06-12","Wellington Phoenix",184,75,"Australian Hyundai A-League","CM","New Zealand","Right",3,66,54,61,60,53,73,2022,"MID"
"J. Gustavsson",61,63,375000,700,26,"1994-10-29","Mjällby AIF",174,74,"Swedish Allsvenskan","CDM","Sweden","Right",3,62,43,54,57,57,68,2022,"MID"
"N. Lüchinger",61,64,4e+05,2000,26,"1994-10-16","FC St. Gallen 1879",174,68,"Swiss Super League","RB","Switzerland","Right",4,71,28,45,64,57,66,2022,"DEF"
"H. Lennon",61,63,350000,500,26,"1994-12-16","Wrexham AFC",190,77,"English National League","CB","England","Left",3,64,29,42,50,60,69,2022,"DEF"
"R. Kitto",61,61,325000,900,26,"1994-08-09","Adelaide United",180,76,"Australian Hyundai A-League","LB","Australia","Left",3,80,52,56,61,54,64,2022,"DEF"
"D. Björnquist",61,61,230000,1000,32,"1989-01-08","Örebro SK",178,77,"Swedish Allsvenskan","RB","Sweden","Right",1,74,39,49,57,55,66,2022,"DEF"
"D. Trichard",61,63,375000,1000,26,"1995-03-27","USL Dunkerque",176,70,"French Ligue 2","LB","France","Left",2,67,55,57,61,55,58,2022,"DEF"
"G. Martínez",61,64,425000,2000,26,"1995-03-15","Puebla FC",190,75,"Mexican Liga MX","ST","Mexico","Left",3,53,58,50,59,33,66,2022,"FRD"
"M. Samuelsen",61,67,525000,850,24,"1997-04-17","FK Haugesund",189,72,"Norwegian Eliteserien","ST","Norway","Right",4,71,59,58,69,30,50,2022,"FRD"
"S. Nelson",61,65,4e+05,3000,25,"1996-01-01","Northampton Town",185,75,"English League Two","CB","England","Right",3,50,27,40,46,60,72,2022,"DEF"
"Shan Pengfei",61,61,3e+05,3000,28,"1993-05-07","Dalian Professional Football Club",183,79,"Chinese Super League","RB","China PR","Right",3,70,32,45,54,57,70,2022,"DEF"
"Zhou Tong",61,61,275000,3000,31,"1990-01-12","Tianjin Jinmen Tiger FC",171,66,"Chinese Super League","LM","China PR","Right",4,79,52,57,60,51,47,2022,"MID"
"Chang Feiya",61,61,325000,3000,28,"1993-02-03","Guangzhou City",177,74,"Chinese Super League","RM","China PR","Right",4,74,55,55,60,37,52,2022,"MID"
"Y. Bnou-Marzouk",61,65,450000,2000,25,"1996-03-02","Rapid Bucure<U+0219>ti",180,75,"Romanian Liga I","ST","Morocco","Right",3,63,62,44,63,24,56,2022,"FRD"
"Bai Yuefeng",61,61,120000,2000,34,"1987-03-28","Tianjin Jinmen Tiger FC",180,74,"Chinese Super League","RB","China PR","Right",3,61,53,56,55,59,70,2022,"DEF"
"S. Burgess",61,64,450000,2000,23,"1997-08-12","Port Vale",181,72,"English League Two","CM","England","Right",3,73,58,60,63,56,58,2022,"MID"
"D. Green",61,64,450000,3000,24,"1996-08-26","Scunthorpe United",181,64,"English League Two","LM","England","Right",3,84,55,49,64,18,45,2022,"MID"
"D. Tutonda",61,64,4e+05,2000,25,"1995-10-11","Gillingham",180,70,"English League One","LB","Congo DR","Left",2,79,43,49,62,55,64,2022,"DEF"
"B. Kalinkowski",61,62,350000,850,26,"1994-07-11","Górnik Leczna",182,69,"Polish T-Mobile Ekstraklasa","CDM","Poland","Right",3,74,42,55,58,56,67,2022,"MID"
"N. Atangana",61,61,275000,2000,31,"1989-09-09","Exeter City",187,72,"English League Two","CM","France","Right",3,55,50,57,59,62,74,2022,"MID"
"T. Watson",61,67,475000,2000,24,"1997-03-04","Milton Keynes Dons",183,73,"English League One","RWB","England","Right",3,73,31,52,60,59,53,2022,"DEF"
"Wang Jinxian",61,62,4e+05,3000,25,"1996-01-12","Dalian Professional Football Club",175,70,"Chinese Super League","RM","China PR","Right",3,75,48,55,60,52,64,2022,"MID"
"Zhang Wei",61,61,3e+05,4000,28,"1993-03-28","Shanghai Port FC",176,73,"Chinese Super League","LWB","China PR","Right",3,72,37,53,59,60,63,2022,"DEF"
"Zhang Lu",61,61,2e+05,3000,33,"1987-08-23","Shanghai Shenhua FC",181,74,"Chinese Super League","RM","China PR","Right",3,74,57,54,58,56,65,2022,"MID"
"M. Gargiulo",61,66,475000,850,25,"1996-03-26","Lecce",187,81,"Italian Serie B","CM","Italy","Left",3,62,49,61,63,59,71,2022,"MID"
"A. Arnarson",61,64,4e+05,850,25,"1995-08-27","Tromsø IL",180,73,"Norwegian Eliteserien","RWB","Iceland","Right",3,64,48,52,58,56,72,2022,"DEF"
"T. Beadling",61,66,475000,2000,25,"1996-01-16","Barrow",186,80,"English League Two","CM","England","Right",3,63,54,57,59,60,69,2022,"MID"
"A. Ablet",61,61,120000,2000,34,"1987-04-14","Henan Songshan Longmen FC",178,68,"Chinese Super League","LWB","China PR","Left",3,67,56,59,60,53,63,2022,"DEF"
"Jin Yangyang",61,61,275000,3000,28,"1993-02-03","Tianjin Jinmen Tiger FC",189,91,"Chinese Super League","CB","China PR","Right",2,57,29,37,42,60,73,2022,"DEF"
"C. Horgan",61,62,350000,500,26,"1994-07-02","Sligo Rovers",172,72,"Rep. Ireland Airtricity League","RB","Republic of Ireland","Right",3,65,31,55,58,57,64,2022,"DEF"
"F. Ahumada",61,66,475000,950,25,"1996-04-26","Club Deportivo Palestino",169,68,"Chilian Campeonato Nacional","ST","Chile","Right",2,70,58,55,62,30,57,2022,"FRD"
"A. Coote",61,69,725000,600,23,"1998-06-11","Bohemian FC",170,65,"Rep. Ireland Airtricity League","RM","Scotland","Right",3,74,59,56,64,39,42,2022,"MID"
"G. Timotheou",61,66,450000,750,23,"1997-07-29","Adelaide United",187,94,"Australian Hyundai A-League","CB","Australia","Left",3,54,32,44,45,59,72,2022,"DEF"
"Kim Won Gun",61,62,3e+05,1000,29,"1992-05-01","FC Seoul",186,77,"Korean K League 1","CB","Korea Republic","Right",3,67,31,42,51,59,70,2022,"DEF"
"B. Ashley-Seal",61,72,750000,3000,22,"1998-11-21","Northampton Town",188,91,"English League Two","ST","England","Right",3,77,57,43,59,24,63,2022,"FRD"
"J. Calero",61,72,750000,2000,22,"1998-11-05","Gil Vicente FC",184,79,"Portuguese Liga ZON SAGRES","ST","Colombia","Right",3,58,61,50,62,28,57,2022,"FRD"
"J. Solberg",61,61,210000,800,32,"1989-04-11","Mjøndalen IF",191,83,"Norwegian Eliteserien","CB","Norway","Left",3,44,51,66,53,59,75,2022,"DEF"
"O. Zanzala",61,66,5e+05,2000,24,"1996-11-08","Barrow",185,72,"English League Two","ST","Congo","Right",2,70,59,45,58,29,70,2022,"FRD"
"Qi Tianyu",61,61,3e+05,3000,28,"1993-01-22","Shandong Taishan",182,80,"Chinese Super League","RB","China PR","Right",3,64,52,60,58,58,60,2022,"DEF"
"A. De John",61,61,275000,1000,30,"1991-05-10","Atlanta United",183,80,"USA Major League Soccer","CB","United States","Right",3,38,27,39,39,58,71,2022,"DEF"
"G. Dahl",61,64,4e+05,2000,25,"1996-01-21","Silkeborg IF",181,75,"Danish Superliga","LB","Denmark","Left",3,70,38,56,61,55,59,2022,"DEF"
"Ryu Jae Moon",61,62,325000,2000,27,"1993-11-08","Jeonbuk Hyundai Motors",184,72,"Korean K League 1","CDM","Korea Republic","Right",3,64,44,58,58,53,64,2022,"MID"
"F. Ross",61,69,725000,2000,23,"1998-02-18","Go Ahead Eagles",172,61,"Holland Eredivisie","LW","Scotland","Right",3,69,42,59,68,48,50,2022,"FRD"
"Y. Subasi",61,64,4e+05,2000,25,"1996-01-01","Yukatel Kayserispor",180,73,"Turkish Süper Lig","LB","Turkey","Left",2,70,36,43,57,58,64,2022,"DEF"
"K. Pajnowski",61,64,4e+05,750,23,"1998-01-28","Górnik Leczna",186,81,"Polish T-Mobile Ekstraklasa","CB","Poland","Right",2,60,27,40,43,59,71,2022,"DEF"
"T. Baack",61,70,7e+05,2000,22,"1999-03-13","Sportclub Verl",183,79,"German 3. Bundesliga","CDM","Germany","Right",2,59,38,53,53,61,66,2022,"MID"
"F. Lach",61,68,6e+05,500,24,"1997-03-18","Sportclub Verl",190,80,"German 3. Bundesliga","CB","Germany","Right",5,53,24,42,52,61,66,2022,"DEF"
"S. Nilsen",61,68,625000,700,24,"1997-01-14","Kristiansund BK",182,78,"Norwegian Eliteserien","RB","Norway","Right",2,63,39,46,55,58,62,2022,"DEF"
"M. Stevens",61,67,525000,3000,23,"1998-02-12","Forest Green Rovers",180,74,"English League Two","ST","England","Right",3,73,60,48,61,21,66,2022,"FRD"
"Túlio Nevinha",61,61,350000,3000,21,"2000-02-29","Juventude",188,80,"Campeonato Brasileiro Série A","CB","Brazil","Right",3,61,38,45,38,63,71,2022,"DEF"
"T. Lauritsen",61,68,675000,1000,23,"1997-08-30","Odds BK",192,85,"Norwegian Eliteserien","ST","Norway","Right",3,66,59,47,58,40,68,2022,"FRD"
"A. Wright",61,66,5e+05,550,24,"1996-12-07","Sligo Rovers",183,72,"Rep. Ireland Airtricity League","ST","England","Right",3,74,61,50,58,26,62,2022,"FRD"
"J. Maguire",61,63,375000,2000,25,"1996-01-18","Tranmere Rovers",178,75,"English League Two","LB","England","Left",2,72,40,54,58,58,61,2022,"DEF"
"K. Al Barakah",61,61,275000,3000,30,"1990-12-04","Al Hazem",179,77,"Saudi Abdul L. Jameel League","CB","Saudi Arabia","Left",3,71,37,52,56,60,70,2022,"DEF"
"S. Nigro",61,66,450000,1000,24,"1996-08-10","Melbourne Victory",180,70,"Australian Hyundai A-League","RB","Australia","Right",3,71,37,56,62,55,60,2022,"DEF"
"A. Evans",61,70,725000,2000,22,"1998-09-23","Bristol Rovers",186,80,"English League Two","CAM","England","Right",2,67,53,59,63,40,61,2022,"MID"
"K. Gordon",61,67,475000,3000,23,"1997-12-25","Mansfield Town",179,76,"English League Two","RB","England","Right",2,81,51,54,59,55,62,2022,"DEF"
"A. Arroyo",61,73,775000,9000,21,"1999-09-27","CD Mirandés",176,71,"Spanish Segunda División","RB","Colombia","Right",4,71,26,47,55,57,62,2022,"DEF"
"L. Chhangte",61,67,525000,500,24,"1997-06-08","Chennaiyin FC",167,61,"Indian Super League","LM","India","Left",3,88,50,53,63,36,58,2022,"MID"
"M. Yuzawa",61,62,350000,850,27,"1993-10-10","Avispa Fukuoka",179,74,"Japanese J. League Division 1","RB","Japan","Right",4,70,26,39,55,60,66,2022,"DEF"
"M. Al Mufarrij",61,68,6e+05,5000,24,"1996-08-19","Al Hilal",182,70,"Saudi Abdul L. Jameel League","CB","Saudi Arabia","Left",3,63,26,40,47,62,61,2022,"DEF"
"A. Al Sharid",61,62,375000,3000,27,"1994-01-05","Al Faisaly",168,67,"Saudi Abdul L. Jameel League","CM","Saudi Arabia","Left",3,50,53,59,61,54,62,2022,"MID"
"A. Al Qahtani",61,61,325000,4000,28,"1993-02-09","Al Tai",173,71,"Saudi Abdul L. Jameel League","CAM","Saudi Arabia","Right",3,75,58,59,65,40,56,2022,"MID"
"A. Al Suwat",61,63,4e+05,3000,26,"1995-04-21","Al Faisaly",166,65,"Saudi Abdul L. Jameel League","CAM","Saudi Arabia","Right",3,66,57,58,65,44,54,2022,"MID"
"H. Tameda",61,61,350000,2000,27,"1993-08-24","Cerezo Osaka",175,72,"Japanese J. League Division 1","LM","Japan","Right",4,79,48,58,59,40,59,2022,"MID"
"D. Jakubik",61,61,240000,850,31,"1990-03-25","Radomiak Radom",183,77,"Polish T-Mobile Ekstraklasa","RB","Poland","Right",3,79,31,51,47,59,67,2022,"DEF"
"Chen Xiao",61,61,220000,2000,31,"1989-08-10","Hebei FC",187,79,"Chinese Super League","CB","China PR","Right",3,58,50,59,58,58,70,2022,"DEF"
"Hong Joon Ho",61,62,325000,1000,27,"1993-10-11","Jeju United FC",190,77,"Korean K League 1","CB","Korea Republic","Right",3,61,42,46,56,59,70,2022,"DEF"
"J. Felix",61,70,675000,2000,23,"1998-01-13","Silkeborg IF",190,73,"Danish Superliga","CB","Denmark","Left",3,56,41,49,51,62,68,2022,"DEF"
"T. Odusina",61,68,625000,2000,21,"1999-10-28","Hartlepool United",186,74,"English League Two","CB","England","Right",2,64,34,44,49,59,72,2022,"DEF"
"J. Romaña",61,72,7e+05,1000,22,"1998-09-13","Austin FC",185,79,"USA Major League Soccer","CB","Colombia","Right",2,55,26,39,41,60,67,2022,"DEF"
"M. Smith",61,65,475000,650,24,"1997-03-13","St. Patrick's Athletic",180,76,"Rep. Ireland Airtricity League","LM","Scotland","Right",3,73,57,56,62,35,64,2022,"MID"
"J. Deom",61,70,725000,2000,22,"1999-04-19","KAS Eupen",175,65,"Belgian Jupiler Pro League","CM","Belgium","Right",3,79,45,60,70,52,45,2022,"MID"
"V. Onovo",61,66,450000,2000,25,"1995-12-10","Randers FC",171,82,"Danish Superliga","CDM","Nigeria","Left",3,85,52,54,66,57,64,2022,"MID"
"S. Dahlström",61,68,650000,500,24,"1996-11-05","HJK Helsinki",181,84,"Finnish Veikkausliiga","CM","Finland","Right",3,66,51,61,60,59,69,2022,"MID"
"J. Colley",61,71,7e+05,750,22,"1999-04-13","IK Sirius",187,76,"Swedish Allsvenskan","CB","Sweden","Right",2,67,37,46,50,61,68,2022,"DEF"
"J. Geissmann",61,61,325000,3000,28,"1993-03-03","FC Lausanne-Sport",187,81,"Swiss Super League","CM","Switzerland","Right",3,63,57,60,61,57,64,2022,"MID"
"S. Smith",61,69,725000,2000,23,"1998-03-08","Cambridge United",185,73,"English League One","ST","England","Left",3,67,61,50,57,24,70,2022,"FRD"
"T. Paredes",61,63,325000,500,28,"1993-04-01","Club Deportivo Jorge Wilstermann",184,83,"Liga de Fútbol Profesional Boliviano","CB","Paraguay","Right",2,45,36,46,59,61,63,2022,"DEF"
"F. Zorba",61,70,675000,1000,23,"1998-02-25","Türkgücü München",185,77,"German 3. Bundesliga","CB","Turkey","Left",3,66,31,44,53,60,69,2022,"DEF"
"Hélton Carvalhal",61,61,325000,5000,29,"1992-02-29","Juventude",187,82,"Campeonato Brasileiro Série A","ST","Brazil","Right",3,36,68,36,47,30,61,2022,"FRD"
"C. Huanca",61,75,8e+05,1000,20,"2001-06-04","CD Huachipato",184,70,"Chilian Campeonato Nacional","ST","Chile","Right",3,63,60,37,57,21,58,2022,"FRD"
"Q. Bena",61,67,475000,1000,23,"1998-05-11","Chamois Niortais Football Club",185,79,"French Ligue 2","CDM","France","Right",4,61,49,58,60,58,71,2022,"MID"
"P. Vagic",61,75,775000,950,21,"2000-01-24","Rosenborg BK",188,80,"Norwegian Eliteserien","CDM","Sweden","Right",3,70,54,57,65,56,72,2022,"MID"
"K. Al Samiri",61,66,5e+05,6000,24,"1997-01-01","Al Ittihad",168,58,"Saudi Abdul L. Jameel League","CM","Saudi Arabia","Right",3,59,46,61,66,59,56,2022,"MID"
"T. Abrahams",61,69,750000,2000,22,"1998-12-29","Carlisle United",185,84,"English League Two","ST","England","Right",3,83,59,48,62,21,69,2022,"FRD"
"Kim Bo Seop",61,67,525000,1000,23,"1998-01-11","Incheon United FC",183,73,"Korean K League 1","RW","Korea Republic","Right",3,78,58,50,61,20,68,2022,"FRD"
"Park Won Jae",61,62,350000,1000,27,"1994-05-17","Jeju United FC",175,70,"Korean K League 1","RB","Korea Republic","Right",2,70,35,45,58,57,62,2022,"DEF"
"Lee Ji Hoon",61,61,325000,1000,27,"1994-03-24","GwangJu FC",176,69,"Korean K League 1","RB","Korea Republic","Right",3,73,26,45,55,60,61,2022,"DEF"
"J. Davies",61,67,525000,500,22,"1998-08-18","Wrexham AFC",168,64,"English National League","CM","Wales","Left",3,73,58,61,63,54,60,2022,"MID"
"R. Hackett-Fairchild",61,70,725000,2000,23,"1998-01-09","Portsmouth",191,74,"English League One","RM","England","Left",3,82,57,55,61,28,59,2022,"MID"
"P. Lewis",61,63,4e+05,4000,26,"1994-12-17","Northampton Town",186,72,"English League Two","CM","England","Right",3,68,56,57,59,54,75,2022,"MID"
"S. Stubbs",61,70,7e+05,2000,22,"1998-11-20","Exeter City",190,72,"English League Two","CB","England","Right",3,51,29,40,52,61,66,2022,"DEF"
"C. Owens",61,69,725000,3000,23,"1997-12-07","Queens Park Rangers",185,80,"English League Championship","CM","Northern Ireland","Right",3,64,50,61,64,52,61,2022,"MID"
"E. Orona",61,74,750000,2000,22,"1999-02-22","Club Atlético de San Luis",182,83,"Mexican Liga MX","CB","Mexico","Left",3,77,46,58,54,60,67,2022,"DEF"
"Z. Dearnley",61,71,750000,2000,22,"1998-09-28","Oldham Athletic",175,70,"English League Two","ST","England","Right",4,76,59,56,63,34,59,2022,"FRD"
"K. Sadiki",61,72,7e+05,500,22,"1998-08-27","Finn Harps",193,79,"Rep. Ireland Airtricity League","CB","Canada","Right",3,47,33,42,45,59,75,2022,"DEF"
"F. Myhre",61,72,725000,900,22,"1999-03-04","SK Brann",180,75,"Norwegian Eliteserien","CM","Norway","Right",3,69,51,56,65,57,63,2022,"MID"
"Yoon Jong Gyu",61,70,7e+05,900,23,"1998-03-20","FC Seoul",173,65,"Korean K League 1","RB","Korea Republic","Right",3,74,38,55,57,56,59,2022,"DEF"
"Kim Joon Hyeong",61,66,475000,1000,25,"1996-04-05","Suwon FC",177,73,"Korean K League 1","CM","Korea Republic","Left",3,68,55,55,63,56,72,2022,"MID"
"E. Mena",61,69,725000,500,23,"1997-11-03","Deportivo Pasto",175,70,"Colombian Liga Postobón","RM","Colombia","Right",3,67,51,55,62,28,41,2022,"MID"
"Zhu Jianrong",61,61,325000,3000,29,"1991-07-12","Qingdao FC",185,82,"Chinese Super League","ST","China PR","Left",4,66,58,51,55,34,72,2022,"FRD"
"A. Davies",61,69,7e+05,2000,22,"1998-10-07","Crawley Town",180,75,"English League Two","RB","England","Right",3,72,42,52,58,55,63,2022,"DEF"
"N. Røjkjær",61,67,525000,2000,22,"1998-07-24","Silkeborg IF",177,74,"Danish Superliga","LM","Denmark","Right",3,70,57,57,61,24,57,2022,"MID"
"Yun Yong Ho",61,66,475000,1000,25,"1996-03-06","Incheon United FC",175,72,"Korean K League 1","CAM","Korea Republic","Right",3,63,55,57,64,46,61,2022,"MID"
"E. Mašovic",61,71,7e+05,3000,22,"1998-11-22","VfL Bochum 1848",189,74,"German 1. Bundesliga","CDM","Serbia","Right",3,54,30,46,53,61,64,2022,"MID"
"D. Volkmer",61,66,425000,1000,25,"1996-04-27","MSV Duisburg",194,88,"German 3. Bundesliga","CB","Germany","Left",3,53,35,46,44,59,72,2022,"DEF"
"J. Pestaña",61,68,6e+05,500,23,"1997-08-25","La Equidad",188,81,"Colombian Liga Postobón","CB","Colombia","Right",3,55,26,42,40,62,66,2022,"DEF"
"A. Perry",61,70,675000,2000,23,"1998-03-04","Scunthorpe United",176,75,"English League Two","CDM","England","Right",3,66,48,53,56,58,66,2022,"MID"
"D. Schmid",61,67,475000,2000,23,"1998-03-10","Grasshopper Club Zürich",183,72,"Swiss Super League","CDM","Switzerland","Left",5,74,47,63,62,54,68,2022,"MID"
"H. Al Qahtani",61,63,375000,5000,26,"1994-12-20","Al Shabab",176,69,"Saudi Abdul L. Jameel League","CDM","Saudi Arabia","Right",4,63,56,61,63,52,65,2022,"MID"
"J. Albert",61,62,3e+05,3000,29,"1992-01-21","Clermont Foot 63",185,86,"French Ligue 1","CB","France","Left",3,51,26,38,42,61,70,2022,"DEF"
"M. Al Baqawi",61,64,4e+05,3000,25,"1995-07-12","Al Fayha",170,69,"Saudi Abdul L. Jameel League","RB","Saudi Arabia","Right",3,75,28,53,56,57,61,2022,"DEF"
"T. Magloire",61,69,7e+05,6000,22,"1998-12-21","Blackburn Rovers",185,78,"English League Championship","CB","England","Right",2,89,27,38,49,59,70,2022,"DEF"
"A. Kräuchi",61,68,625000,2000,23,"1998-06-03","FC St. Gallen 1879",175,72,"Swiss Super League","RB","Switzerland","Left",3,68,43,57,61,56,50,2022,"DEF"
"S. Härtel",61,70,7e+05,1000,22,"1999-03-09","FC Erzgebirge Aue",177,73,"German 2. Bundesliga","LB","Germany","Left",3,77,38,54,61,54,56,2022,"DEF"
"D. Torres",61,66,5e+05,6000,24,"1996-08-26","Gallos Blancos de Querétaro",172,58,"Mexican Liga MX","CM","Mexico","Right",3,63,43,58,63,59,63,2022,"MID"
"J. Osabutey",61,68,675000,2000,22,"1998-10-10","KV Kortrijk",181,72,"Belgian Jupiler Pro League","ST","Ghana","Right",2,82,58,47,64,24,57,2022,"FRD"
"T. Müsel",61,71,750000,4000,21,"1999-07-25","Borussia Mönchengladbach",185,80,"German 1. Bundesliga","ST","Germany","Right",3,67,61,57,65,28,54,2022,"FRD"
